,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
23196,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13263,52,,A1,241-21 NORTH CONDUIT AVENUE,,11422,1,0,1,"4,693","1,836",1920,1,A1,0,11/14/2022,40.6666227,-73.7376462
23230,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13496,23,,A2,144-35 226 STREET,,11413,1,0,1,"3,999","1,000",1955,1,A2,0,12/23/2022,40.6632602,-73.752463
23238,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13512,52,,A2,230-63 EDGEWOOD AVENUE,,11413,1,0,1,"3,999","1,100",1950,1,A2,405000,10/20/2022,40.6627642,-73.7465103
23239,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13513,5,,A2,228-35 EDGEWOOD AVENUE,,11413,1,0,1,"4,000","1,032",1950,1,A2,0,5/27/2022,40.6649827,-73.7481167
23243,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13515,48,,A5,142-23 230 PLACE,,11413,1,0,1,"2,008","1,420",1940,1,A5,350000,5/20/2022,40.66469,-73.7460776
23249,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13545,20,,A1,241-30 MAYDA ROAD,,11422,1,0,1,"3,000","1,310",1920,1,A1,800000,7/1/2022,40.6591093,-73.7408943
23250,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13546,60,,A1,240-02 145 AVENUE,,11422,1,0,1,"3,500","1,616",1920,1,A1,689000,2/7/2022,40.6606032,-73.742424
23253,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13550,66,,A1,240-08 CANEY ROAD,,11422,1,0,1,"2,900","1,624",1925,1,A1,0,9/8/2022,40.6617782,-73.7413417
23254,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13555,28,,A1,241-06 143 AVENUE,,11422,1,0,1,"3,999","1,640",1930,1,A1,0,6/15/2022,40.6625064,-73.7392555
23259,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13563,17,,A1,241-21 MEMPHIS AVENUE,,11422,1,0,1,"4,000","1,384",1925,1,A1,1260000,5/27/2022,40.6645822,-73.7371856
23266,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13572,75,,B3,243-21 WELLER AVENUE,,11422,2,0,2,"3,999","2,600",1925,1,A1,1220000,8/10/2022,40.661432,-73.7375332
23272,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13586,16,,A2,254-12 MEMPHIS AVENUE,,11422,1,0,1,"4,999","2,002",1950,1,A2,646000,7/26/2022,40.659019,-73.7326049
23280,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13595,5,,A0,249-11 MEMPHIS AVENUE,,11422,1,0,1,"4,999","1,176",1950,1,A0,223813,12/19/2022,40.6615779,-73.7341085
23282,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13601,7,,A1,258-15 FRANCIS LEWIS BLVD,,11422,1,0,1,"7,127","1,278",1920,1,A1,0,9/19/2022,40.6578341,-73.728281
23287,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13609,44,,A1,139-44 CANEY LANE,,11422,1,0,1,"4,500","1,664",1945,1,A1,0,10/19/2022,40.6618553,-73.7318258
23291,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13619,14,,B3,138-23 249 STREET,,11422,2,0,2,"3,999","2,396",1945,1,A2,1290000,8/18/2022,40.6637405,-73.7304521
23300,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13637,26,,A2,249-44 147 ROAD,,11422,1,0,1,"4,029","1,304",1945,1,A2,600000,8/23/2022,40.6563202,-73.7370956
23301,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13642,6,,A2,148-39 HUXLEY STREET,,11422,1,0,1,"4,800","1,040",1955,1,A2,0,4/19/2022,40.654231,-73.7393419
23304,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13648,30,,A5,147-14 WELLER LANE,,11422,1,0,1,"4,200","1,440",1960,1,A5,570000,11/30/2022,40.6570938,-73.7345192
23307,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13649,43,,A5,147-15 WELLER LANE,,11422,1,0,1,"3,900","1,440",1960,1,A5,0,9/17/2022,40.6570757,-73.7338201
23328,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13681,61,,A5,147-22 FRANCIS LEWIS BLVD,,11422,1,0,1,"6,210","1,680",1960,1,A5,668000,10/26/2022,40.6567749,-73.7284259
23335,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13730,15,,A5,235-33 148 AVENUE,,11422,1,0,1,"2,724","2,043",1965,1,A5,610000,8/23/2022,40.655536,-73.7460152
23342,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13744,22,,A1,241-26 147 DRIVE,,11422,1,0,1,"3,999","1,564",1955,1,A1,500000,10/25/2022,40.6551983,-73.7422574
23344,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13746,38,,A2,239-62 148 ROAD,,11422,1,0,1,"3,999","1,077",1950,1,A2,650000,6/7/2022,40.6537768,-73.7436432
23348,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13750,20,,A2,147-10 HUXLEY STREET,,11422,1,0,1,"5,980","1,000",1950,1,A2,650000,7/18/2022,40.6569041,-73.7416129
23349,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13750,34,,A2,147-42 HUXLEY STREET,,11422,1,0,1,"5,200","1,188",1955,1,A2,0,4/12/2022,40.6561757,-73.7411328
23350,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13750,131,,A2,148-51 EDGEWOOD STREET,,11422,1,0,1,"5,200","1,025",1955,1,A2,610000,7/18/2022,40.653429,-73.7402857
23351,4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13921,40,,A1,19 1 STREET,,11422,1,0,1,"4,000",788,1899,1,A1,34500,4/18/2022,40.635932,-73.7420184
23352,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,12953,212,,B3,131-36 HOOK CREEK BOULEVARD,,11422,2,0,2,"7,899","2,493",1925,1,B3,935000,11/17/2022,40.6761884,-73.7270778
23353,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13211,1,,B3,133-68 HOOK CREEK BOULEVARD,,11422,2,0,2,"8,140","1,563",1955,1,B3,10,12/2/2022,40.6722056,-73.7282188
23354,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13215,9,,B3,244-01 135 AVENUE,,11422,2,0,2,"3,324","1,170",1930,1,B3,0,12/27/2022,40.6712487,-73.7309877
23355,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13233,48,,B1,137-30 BROOKVILLE BOULEVARD,,11422,2,0,2,"4,117","1,544",1945,1,B1,337424,2/15/2022,40.6692062,-73.7367312
23359,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13435,24,,B2,147-23 SPRINGFIELD LANE,,11413,2,0,2,"3,480","2,080",2000,1,B2,915000,5/10/2022,40.6586257,-73.7596094
23386,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13491,57,,B3,144-36 222 STREET,,11413,2,0,2,"5,159","1,844",1930,1,B3,1250000,9/9/2022,40.664636,-73.7566356
23390,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13501,89,,B3,144-11 230 PLACE,,11413,2,0,2,"4,239","3,000",1920,1,B3,0,8/2/2022,40.6622537,-73.7478134
23393,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13512,1,,B1,230-58 LANSING AVENUE,,11413,2,0,2,"3,797","2,160",2005,1,B1,866168,9/12/2022,40.6639804,-73.7466426
23395,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13513,53,,B3,230-20 LANSING AVENUE,,11413,2,0,2,"6,000","2,943",1950,1,B3,0,5/11/2022,40.6647836,-73.7474506
23399,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13541,10,,B3,146-66 HUXLEY STREET,,11422,2,0,2,"3,900","1,942",1925,1,B3,860000,9/19/2022,40.6578031,-73.7422582
23402,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13547,21,,B3,241-11 MAYDA ROAD,,11422,2,0,2,"3,000","1,344",1920,1,B3,0,9/1/2022,40.6597357,-73.741173
23405,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13552,57,,B2,240-09 CANEY ROAD,,11422,2,0,2,"3,000","1,344",1925,1,B2,570000,3/1/2022,40.6621233,-73.7409763
23409,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13560,26,,B2,140-31 BROOKVILLE BOULEVARD,,11422,2,0,2,"6,110","1,848",1985,1,B2,0,4/24/2022,40.6649303,-73.7393722
23413,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13567,92,,B3,245-25 NEWHALL AVENUE,,11422,2,0,2,"3,000","1,596",1920,1,B3,760000,3/2/2022,40.657908,-73.7388878
23417,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13571,11,,B3,243-51 CANEY ROAD,,11422,2,0,2,"3,999","2,031",1930,1,B3,840000,12/26/2022,40.6604016,-73.7370615
23423,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13587,26,,B2,144-01 256 STREET,,11422,2,0,2,"5,200","2,350",1965,1,B2,1065000,6/10/2022,40.6587389,-73.7325555
23432,4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13596,3,,B3,248-15 MEMPHIS AVENUE,,11422,2,0,2,"3,999","2,300",1925,1,B3,700000,1/19/2023,40.6621087,-73.7345857
