,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
13376,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10345,28,,A2,183-42 ARCADE AVENUE,,11412,1,0,1,"4,599","1,325",1945,1,A2,685000,7/14/2022,40.7046441,-73.7728243
13378,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10347,88,,A2,183-41 DUNLOP AVENUE,,11412,1,0,1,"2,700",968,1945,1,A2,525000,4/4/2022,40.7029545,-73.7720294
13379,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10348,67,,A7,183-17 ELMIRA AVENUE,,11412,1,0,1,"3,999","1,260",1945,1,A7,127969,9/21/2022,40.7018133,-73.7723254
13380,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10349,60,,A1,183-45 BRINKERHOFF AVENUE,,11412,1,0,1,"4,000","1,860",1945,1,A1,370000,5/25/2022,40.701638,-73.7711683
13384,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10353,155,,A5,184-15 HENDERSON AVENUE,,11423,1,0,1,"1,799","1,683",1950,1,A5,190000,12/12/2022,40.7076831,-73.7730989
13385,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10353,185,,A5,186-19 HENDERSON AVENUE,,11423,1,0,1,"1,799","1,836",1950,1,A5,635000,12/23/2022,40.7080662,-73.7710994
13388,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10366,20,,A5,102-22 188 STREET,,11423,1,0,1,"2,000","1,320",1940,1,A5,599000,11/2/2022,40.7074213,-73.7697779
13394,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10366,160,,A5,102-15 187 STREET,,11423,1,0,1,"2,000","1,320",1940,1,A5,0,5/28/2022,40.7075209,-73.7701743
13396,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10367,52,,A1,188-05 104 AVENUE,,11412,1,0,1,"3,749","1,610",1925,1,A1,820000,7/6/2022,40.7062859,-73.7688837
13403,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10367,268,,A1,102-32 189 STREET,,11423,1,0,1,"2,399","1,152",1925,1,A1,0,10/11/2022,40.7072931,-73.7688225
13406,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10373,6,,A1,104-19 187 STREET,,11412,1,0,1,"2,000","1,164",1925,1,A1,540000,1/6/2023,40.7052387,-73.7695474
13409,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10373,32,,A1,187-15 LUDLUM AVENUE,,11412,1,0,1,"3,999","1,207",1925,1,A1,0,9/28/2022,40.7051282,-73.7691763
13410,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10373,32,,A1,187-15 LUDLUM AVENUE,,11412,1,0,1,"4,000","1,207",1925,1,A1,1150000,4/13/2022,40.7051282,-73.7691763
13412,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10446,33,,S1,190-23 JAMAICA AVENUE,,11423,1,1,2,"1,872","2,400",1931,1,S1,750000,3/25/2022,40.712476,-73.769223
13413,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10446,37,,S1,190-03 JAMAICA AVENUE,,11423,1,1,2,"1,504","1,850",1931,1,S1,10,4/8/2022,40.7123228,-73.7694724
13414,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10454,30,,A1,88-12 190 STREET,,11423,1,0,1,"8,000","2,430",1920,1,A1,0,5/31/2022,40.7151052,-73.7718472
13424,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10461,10,,A2,88-08 195 STREET,,11423,1,0,1,"5,924","2,208",1960,1,A2,0,5/19/2022,40.7165473,-73.7682529
13429,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10463,73,,A1,88-57 195 PLACE,,11423,1,0,1,"8,429","1,440",1925,1,A1,950000,6/30/2022,40.7158595,-73.7660909
13434,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10470,12,,A1,89-24 198 STREET,,11423,1,0,1,"4,375","1,872",1930,1,A1,0,2/9/2022,40.716836,-73.7631078
13437,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10480,73,,A1,93-58 FRANCIS LEWIS BLVD,,11428,1,0,1,"2,499","1,216",1925,1,A1,655000,1/10/2023,40.7147306,-73.755136
13438,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10481,42,,S1,198-05 JAMAICA AVENUE,,11423,1,1,2,"1,935","2,000",1931,1,S1,700000,7/29/2022,40.7136942,-73.7609041
13442,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10482,55,,A1,90-46 201 STREET,,11423,1,0,1,"2,000","1,230",1920,1,A1,750000,6/24/2022,40.7153829,-73.7599385
13449,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10483,65,,A1,90-58 202 STREET,,11423,1,0,1,"2,399","1,280",1920,1,A1,285000,1/25/2023,40.7155072,-73.7589533
13456,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10487,9,,A1,89-37 198 STREET,,11423,1,0,1,"3,124","1,440",1925,1,A1,0,9/9/2022,40.7166012,-73.7623872
13467,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10494,136,,A1,88-18 201 STREET,,11423,1,0,1,"2,000",952,1925,1,A1,646000,4/5/2022,40.7190034,-73.7626383
13472,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10539,14,,A1,94-11 FRANCIS LEWIS BLVD,,11428,1,0,1,"2,500","1,216",1920,1,A1,715000,4/11/2022,40.7145006,-73.754134
13473,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10539,90,,A1,94-20 207 STREET,,11428,1,0,1,"2,600","1,216",1925,1,A1,700000,11/18/2022,40.7144117,-73.753651
13479,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10547,21,,A1,93-59 FRANCIS LEWIS BLVD,,11428,1,0,1,"2,499","1,216",1935,1,A1,555000,10/21/2022,40.7149432,-73.7544679
13481,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10547,49,,A1,93-03 FRANCIS LEWIS BLVD,,11428,1,0,1,"2,500","1,216",1935,1,A1,680000,4/29/2022,40.7162546,-73.7554479
13483,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10548,25,,A1,93-55 207 STREET,,11428,1,0,1,"2,600","1,216",1925,1,A1,750000,5/13/2022,40.7153643,-73.7536944
13506,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10566,25,,A1,91-42 HOLLIS COURT BLVD,,11428,1,0,1,"9,000","2,620",1930,1,A1,1070000,11/22/2022,40.7188855,-73.7497312
13513,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10573,62,,A1,89-19 208 STREET,,11427,1,0,1,"3,999","1,484",1940,1,A1,755000,7/28/2022,40.720173,-73.7562163
13514,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10574,15,,A5,89-41 209 STREET,,11427,1,0,1,"2,300","1,216",1940,1,A5,0,3/4/2022,40.7200525,-73.7550443
13515,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10574,35,,A1,89-01 209 STREET,,11427,1,0,1,"3,196","1,872",1940,1,A1,885000,10/5/2022,40.7210916,-73.7557945
13524,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10579,1,,A1,89-42 HOLLIS COURT BLVD,,11427,1,0,1,"3,180","1,486",1925,1,A1,10,3/3/2022,40.7218726,-73.7526385
13526,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10580,25,,A1,89-26 212 STREET,,11427,1,0,1,"3,600","1,668",1935,1,A1,0,8/30/2022,40.7231379,-73.7526086
13535,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10586,35,,A2,210-15 88 ROAD,,11427,1,0,1,"3,999","1,260",1950,1,A2,0,1/31/2023,40.7226639,-73.7555795
13536,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10587,44,,A1,88-06 HOLLIS COURT BLVD,,11427,1,0,1,"3,929","1,318",1925,1,A1,0,1/19/2023,40.7234717,-73.7546746
13551,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10846,33,,A1,99-11 199 STREET,,11423,1,0,1,"4,000","1,572",1940,1,A1,780000,5/10/2022,40.7110003,-73.7603186
13557,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10854,55,,A5,99-05 FRANCIS LEWIS BLVD,,11429,1,0,1,"1,800","1,462",1950,1,A5,659200,5/13/2022,40.7129286,-73.7531984
13558,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10855,21,,A0,99-03 207 STREET,,11429,1,0,1,"4,999","1,020",1945,1,A0,0,11/17/2022,40.7131958,-73.7523677
13562,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10860,13,,B3,192-43 HOLLIS AVENUE,,11423,2,0,2,"5,100","2,496",1920,1,A1,1275000,10/6/2022,40.7080814,-73.7650397
13563,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10860,17,,A1,192-35 HOLLIS AVENUE,,11423,1,0,1,"5,240","1,642",1920,1,A1,0,4/6/2022,40.7082574,-73.7652123
13566,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10862,15,,A1,100-19 195 STREET,,11423,1,0,1,"4,000","1,440",1930,1,A1,0,5/22/2022,40.7089344,-73.7633956
13583,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10877,114,,A1,100-31 BELLAIRE PLACE,,11429,1,0,1,"3,761","1,450",1920,1,A1,679000,5/9/2022,40.7115894,-73.7495241
13588,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10881,8,,A1,104-29 FARMERS BOULEVARD,,11412,1,0,1,"3,888","1,440",1930,1,A1,486720,8/5/2022,40.7058124,-73.7668475
13589,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10881,10,,A1,104-25 FARMERS BOULEVARD,,11412,1,0,1,"3,768","1,440",1930,1,A1,655000,3/4/2022,40.705925,-73.7668688
13590,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10884,23,,A1,105-17 FARMERS BOULEVARD,,11412,1,0,1,"5,070","2,062",1925,1,A1,830000,3/3/2022,40.7049418,-73.7665837
13594,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10887,9,,A1,193-03 109 AVENUE,,11412,1,0,1,"4,500","1,600",1940,1,A1,720000,4/22/2022,40.7055954,-73.7640675
13596,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10888,36,,A5,194-14 HOLLIS AVENUE,,11412,1,0,1,"1,692","1,224",1940,1,A5,640000,7/22/2022,40.7066507,-73.7633856
13603,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10900,40,,A1,109-21 200 STREET,,11412,1,0,1,"2,699","1,656",1935,1,A1,0,6/20/2022,40.7067292,-73.7575567
13608,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10904,3,,A1,204-06 104 AVENUE,,11412,1,0,1,"4,000","1,448",1920,1,A1,805000,3/11/2022,40.7095174,-73.754744
13613,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10911,36,,S1,205-03 HOLLIS AVENUE,,11412,1,1,2,"1,923","2,000",1930,1,S1,600000,2/11/2022,40.7071969,-73.7529058
13614,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10912,6,,A5,109-02 FRANCIS LEWIS BLVD,,11429,1,0,1,"1,600","1,760",1940,1,A5,0,4/12/2022,40.7086279,-73.7520997
13615,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10912,20,,A5,109-30 FRANCIS LEWIS BLVD,,11429,1,0,1,"1,600","1,440",1940,1,A5,635000,8/26/2022,40.7079219,-73.7518066
13617,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10913,59,,A5,109-03 FRANCIS LEWIS BLVD,,11429,1,0,1,"1,600","1,492",1950,1,A5,620000,10/26/2022,40.7087199,-73.7514646
13622,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10918,30,,A5,208-11 HOLLIS AVENUE,,11429,1,0,1,"2,718","1,831",1945,1,A5,495000,10/31/2022,40.7083305,-73.7491107
13624,4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10919,52,,A1,209-01 HOLLIS AVENUE,,11429,1,0,1,"3,608","1,408",1920,1,A1,0,1/16/2023,40.7085571,-73.748576
13632,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,9896,38,,B3,90-17 179 PLACE,,11432,2,0,2,"2,850","1,500",1925,1,B3,949000,5/31/2022,40.7103877,-73.7821397
13636,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,9900,27,,B2,182-10 91 AVENUE,,11423,2,0,2,"4,999","2,740",1915,1,B2,0,9/26/2022,40.7098136,-73.7790396
13642,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,9913,13,,B2,88-15 178 STREET,,11432,2,0,2,"3,999","2,565",1915,1,B2,800000,9/7/2022,40.7111635,-73.7845323
13656,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,9933,28,,S2,185-18 HILLSIDE AVENUE,,11432,2,1,3,"1,860","2,979",1901,1,S2,1192000,1/4/2023,40.7141944,-73.7762547
13659,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10353,48,,B1,102-26 183 PLACE,,11423,2,0,2,"2,199","1,648",1960,1,B1,610000,11/7/2022,40.7060002,-73.7743129
13663,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10378,11,,B3,105-37 189 STREET,,11412,2,0,2,"2,881","1,464",1925,1,B3,580000,2/23/2022,40.7041061,-73.7673332
13669,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10464,39,,S2,196-23 JAMAICA AVENUE,,11423,2,1,3,"2,055","2,669",1931,1,S2,750000,4/4/2022,40.7136491,-73.7629929
13673,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10468,10,,B3,89-02 197 STREET,,11423,2,0,2,"3,850","1,899",1925,1,B3,0,7/7/2022,40.7167261,-73.7643672
13675,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10471,10,,B1,196-24 HILLSIDE AVENUE,,11423,2,0,2,"3,695","2,030",2003,1,B1,0,10/31/2022,40.7177387,-73.765637
13678,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10475,336,,B3,93-11 201 STREET,,11423,2,0,2,"2,900","1,866",1940,1,B3,0,10/20/2022,40.7146338,-73.7587184
13679,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10479,10,,S2,205-01 JAMAICA AVENUE,,11423,2,1,3,"1,640","2,800",1931,1,S2,985000,5/20/2022,40.7138768,-73.7550814
13698,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10569,44,,B3,90-34 HOLLIS COURT BLVD,,11428,2,0,2,"3,999","1,874",1960,1,B3,880000,6/13/2022,40.7200865,-73.7504193
13707,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10819,35,,S2,190-28 JAMAICA AVENUE,,11423,2,1,3,"1,929","2,560",1920,1,S2,0,1/19/2023,40.7121265,-73.7687841
13708,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10827,14,,B3,197-10 HIAWATHA AVENUE,,11423,2,0,2,"5,200","1,482",1955,1,B3,0,6/23/2022,40.7124972,-73.7621024
13709,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10829,31,,B3,198-24 CARPENTER AVENUE,,11423,2,0,2,"4,999","1,936",1920,1,B3,0,1/4/2023,40.7122648,-73.7612375
13710,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10839,37,,B2,99-20 193 STREET,,11423,2,0,2,"2,850","2,808",1930,1,B2,0,4/27/2022,40.7094755,-73.7662576
13714,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10854,144,,B2,99-27 FRANCIS LEWIS BLVD,,11429,2,0,2,"1,748",844,2004,1,B2,10,7/20/2022,40.7123712,-73.7530814
13715,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10860,4,,B3,192-57 HOLLIS AVENUE,,11423,2,0,2,"4,590","2,225",1920,1,B3,460000,11/18/2022,40.7077129,-73.7646984
13718,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10867,43,,B2,100-49 200 STREET,,11423,2,0,2,"2,499","2,523",2005,1,B2,692410,10/27/2022,40.7092593,-73.7586044
13723,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10879,5,,B9,211-10 99 AVENUE,,11429,2,0,2,799,"1,520",1920,1,B9,0,10/10/2022,40.7138868,-73.7482674
13725,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10884,15,,B3,105-31 FARMERS BOULEVARD,,11412,2,0,2,"3,049","1,919",1925,1,B3,0,9/8/2022,40.7044586,-73.7665529
13727,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10888,39,,B9,194-18A HOLLIS AVENUE,,11412,2,0,2,"1,848","1,932",1940,1,B9,665000,4/11/2022,40.7066063,-73.7631441
13737,4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10905,5,,B2,109-25 202 STREET,,11412,2,0,2,"2,760","1,766",1948,1,B2,757750,4/25/2022,40.7071041,-73.7557483
13743,4,HOLLIS,03 THREE FAMILY DWELLINGS,1,10541,7,,C0,208-07 JAMAICA AVENUE,,11428,3,0,3,"2,099","2,000",1931,1,C0,655000,12/14/2022,40.7147102,-73.7520519
13744,4,HOLLIS,03 THREE FAMILY DWELLINGS,1,10816,37,,C0,188-25 WOODHULL AVENUE,,11423,3,0,3,"2,562","3,597",2017,1,C0,0,7/29/2022,40.7107589,-73.769788
13762,4,HOLLIS,14 RENTALS - 4-10 UNIT,1,10447,5,,S2,191-01 JAMAICA AVENUE,,11423,2,1,3,"1,860","3,580",1931,2,S4,0,9/6/2022,40.7127524,-73.7688108
13763,4,HOLLIS,14 RENTALS - 4-10 UNIT,2A,10545,6,,S9,211-19 JAMAICA AVENUE,,11428,2,2,4,"2,079","3,600",1931,2,S9,475000,4/27/2022,40.7155731,-73.7487191
13764,4,HOLLIS,14 RENTALS - 4-10 UNIT,2A,10911,37,,S3,205-01 HOLLIS AVENUE,,11412,3,1,4,"1,894","3,480",1931,2,S3,0,7/29/2022,40.7071806,-73.752978
13765,4,HOLLIS,21 OFFICE BUILDINGS,4,10495,60,,O7,201-18 HILLSIDE AVENUE,,11423,0,2,2,"1,939","2,460",1931,4,O7,0,6/28/2022,40.7196828,-73.7619866
13766,4,HOLLIS,22 STORE BUILDINGS,4,10466,94,,K2,197-11 JAMAICA AVENUE,,11423,0,2,2,"1,300","1,920",1931,4,K2,750000,1/5/2023,40.7136287,-73.7624086
13767,4,HOLLIS,22 STORE BUILDINGS,4,10497,57,,K2,204-04 HILLSIDE AVENUE,,11423,0,3,3,"1,840","2,320",1931,4,K2,0,5/20/2022,40.7201771,-73.7607799
13770,4,HOLLIS,29 COMMERCIAL GARAGES,4,10325,40,,G1,182-30 JAMAICA AVENUE,,11423,0,1,1,"15,000","15,000",1924,4,G1,0,3/14/2022,40.7086386,-73.7774889
13771,4,HOLLIS,29 COMMERCIAL GARAGES,4,10325,40,,G1,182-30 JAMAICA AVENUE,,11423,0,1,1,"15,000","15,000",1924,4,G1,0,5/17/2022,40.7086386,-73.7774889
13772,4,HOLLIS,29 COMMERCIAL GARAGES,4,10325,40,,G1,182-30 JAMAICA AVENUE,,11423,0,1,1,"15,000","15,000",1924,4,G1,3880000,1/9/2023,40.7086386,-73.7774889
13773,4,HOLLIS,30 WAREHOUSES,4,9896,83,,E9,179-15 JAMAICA AVENUE,,11432,0,1,1,"2,079","1,460",1931,4,E9,0,11/23/2022,40.708637,-73.7809407
13774,4,HOLLIS,30 WAREHOUSES,4,10352,79,,E9,184-10 JAMAICA AVENUE,,11423,0,16,16,"57,100","226,605",1920,4,E9,73500000,2/22/2022,40.7089212,-73.7745772
13775,4,HOLLIS,30 WAREHOUSES,4,10352,89,,E1,184-60 JAMAICA AVENUE,,11423,0,14,14,"95,000","287,240",1910,4,E1,73500000,2/22/2022,40.7091446,-73.7737432
13777,4,HOLLIS,30 WAREHOUSES,4,10834,17,,E9,204-26 JAMAICA AVENUE,,11423,0,1,1,"9,699","1,780",1929,4,E9,0,1/12/2023,40.7132896,-73.7551738
13780,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7782,49,,A1,80-10 209 STREET,,11427,1,0,1,"3,999","1,044",1950,1,A1,975000,7/20/2022,40.7326955,-73.7618787
13781,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7782,143,,A1,208-10 UNION TURNPIKE,,11364,1,0,1,"3,329","1,920",1955,1,A1,918300,1/19/2023,40.7328306,-73.7621922
13791,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7791,23,,A1,217-48 PECK AVENUE,,11427,1,0,1,"8,449","2,472",1940,1,A1,2000000,12/22/2022,40.7335293,-73.7524978
13793,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7794,1,,S1,217-15 PECK AVENUE,,11427,1,1,2,"9,556","3,225",1949,1,S1,1300000,10/12/2022,40.7344036,-73.7531477
13794,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7794,212,,A2,219-63 STEWART ROAD,,11427,1,0,1,"4,588","1,708",1955,1,A2,1080000,4/27/2022,40.7327904,-73.7484449
13795,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7794,281,,A3,219-58 HARTLAND AVENUE,,11427,1,0,1,"4,498","2,256",2009,1,A3,0,5/14/2022,40.7345449,-73.7512275
13796,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7794,452,,A2,218-58 STEWART ROAD,,11427,1,0,1,"5,325","1,696",1955,1,A2,0,2/17/2022,40.7335999,-73.7508738
13797,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7794,490,,A2,219-70 STEWART ROAD,,11427,1,0,1,"4,725","1,696",1955,1,A2,950000,2/28/2022,40.7324339,-73.7485798
13798,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7797,71,,A1,221-11 HARTLAND AVENUE,,11427,1,0,1,"5,500","1,776",1940,1,A1,1280000,4/8/2022,40.7335119,-73.7482726
13799,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7797,87,,A1,80-43 221 STREET,,11427,1,0,1,"8,076","1,620",1940,1,A1,0,11/4/2022,40.7340979,-73.7488982
13812,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7812,25,,A1,219-20 PECK AVENUE,,11427,1,0,1,"4,999","2,400",1950,1,A1,1388000,7/5/2022,40.7325449,-73.7504015
13820,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7817,21,,A1,85-34 214 STREET,,11427,1,0,1,"4,999","1,823",1950,1,A1,1425000,6/24/2022,40.7293412,-73.7552303
13825,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7822,2,,A1,218-05 GRAND CENTRAL PKWY,,11427,1,0,1,"5,660","2,116",1945,1,A1,1385000,5/25/2022,40.7305644,-73.750979
13827,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7823,18,,A2,212-06 86 AVENUE,,11427,1,0,1,"5,640","1,940",1960,1,A2,0,3/18/2022,40.7279647,-73.7558775
13830,4,HOLLIS HILLS,02 TWO FAMILY DWELLINGS,1,7794,304,,B2,220-36 HARTLAND AVENUE,,11427,2,0,2,"4,999","1,700",1940,1,B2,1130000,9/23/2022,40.7338257,-73.749906
13854,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,7278,25,,A1,189-15 RADNOR ROAD,,11423,1,0,1,"6,199","1,768",1940,1,A1,0,12/7/2022,40.7250383,-73.7773476
13856,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10499,17,,A1,190-06 HAYWOOD ROAD,,11423,1,0,1,"7,183","2,559",1940,1,A1,1850000,5/18/2022,40.7165455,-73.7728559
13860,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10501,31,,A1,87-44 SANTIAGO STREET,,11423,1,0,1,"13,122","6,400",2004,1,A1,2500000,10/20/2022,40.7175677,-73.7734585
13861,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10501,51,,A1,188-17 PALO ALTO AVENUE,,11423,1,0,1,"11,348","1,960",1930,1,A1,850000,9/13/2022,40.7169836,-73.7736985
13863,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10503,13,,A1,85-82 SANTIAGO STREET,,11423,1,0,1,"13,000","2,904",1935,1,A1,0,12/19/2022,40.721047,-73.7757086
13865,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10504,95,,A1,87-09 SANTIAGO STREET,,11423,1,0,1,"12,864","1,592",1930,1,A1,1360000,2/3/2022,40.7185647,-73.7737617
13866,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10506,38,,A2,188-72 85 ROAD,,11423,1,0,1,"4,950","2,850",1965,1,A2,955000,3/15/2022,40.7229165,-73.7744649
13868,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10509,91,,A1,191-31 FOOTHILL AVENUE,,11423,1,0,1,"4,938","2,250",1940,1,A1,985000,3/4/2022,40.7174029,-73.7705948
13870,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10509,304,,A2,193-15 HILLSIDE AVENUE,,11423,1,0,1,"3,699","2,028",1960,1,A2,1050000,9/19/2022,40.7171272,-73.7686513
13871,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10514,5,,A2,194-49 DUNTON AVENUE,,11423,1,0,1,"3,009","2,160",1960,1,A2,1128000,10/14/2022,40.719748,-73.7683933
13872,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10514,27,,A2,86-41 CLIO STREET,,11423,1,0,1,"6,720","2,016",1960,1,A2,0,8/18/2022,40.7209678,-73.7689807
13873,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10514,49,,A1,86-96 MARENGO STREET,,11423,1,0,1,"7,750","1,952",1940,1,A1,1100000,12/29/2022,40.72129,-73.7681174
13874,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10514,71,,A2,196-35 POMPEII AVENUE,,11423,1,0,1,"9,800","1,987",1960,1,A2,0,4/27/2022,40.7206163,-73.7674884
13875,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10515,30,,A1,193-26 KENO AVENUE,,11423,1,0,1,"10,293","2,944",1950,1,A1,1400000,2/24/2022,40.7200926,-73.7705025
13876,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10515,59,,A1,195-40 KENO AVENUE,,11423,1,0,1,"5,985","2,415",1940,1,A1,0,2/9/2022,40.7213099,-73.7698526
13877,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10515,61,,A1,195-46 KENO AVENUE,,11423,1,0,1,"5,940","2,970",1960,1,A1,1230000,1/17/2023,40.7212274,-73.7697446
13878,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10515,71,,A2,86-46 CLIO STREET,,11423,1,0,1,"8,700","1,955",1950,1,A2,0,8/21/2022,40.7206536,-73.7696781
13879,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10515,71,,A2,86-46 CLIO STREET,,11423,1,0,1,"8,700","1,955",1950,1,A2,0,10/25/2022,40.7206536,-73.7696781
13881,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10515,98,,A1,193-23 SALERNO AVENUE,,11423,1,0,1,"12,410","1,744",1940,1,A1,1800000,4/6/2022,40.7197518,-73.7702764
13882,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10516,127,,A1,86-19 PALO ALTO STREET,,11423,1,0,1,"7,056","1,536",1920,1,A1,1150000,5/11/2022,40.7206027,-73.7731018
